"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9708","Verify that user can login with valid credentials","chromium","2026-04-06","passed","2026-04-06","Verify login functionality","tests\UI_testing\features\login.feature.spec.js","",""
